location_name,street_address,city,latitude,longitude
Centre Audiology Hearing Aids,252 Match Factory Pl,Bellefonte,40.908215,-77.782145
Centre Auto,130 Manor Rd,Centre Hall,40.842858,-77.676206
Centre Boot Company,380 Phoenix Ave,Bellefonte,40.908254,-77.782085
Centre Chiropractic,203 E Main St,Boalsburg,40.776203,-77.790795
Centre Community Hospital,1800 E Park Ave,State College,40.819077,-77.842744
Centre Cosmetic Dentistry,110 Radnor Rd,State College,40.785598,-77.821632
Centre County Cat Hospital,620 W Cherry Ln,State College,40.801479,-77.881045
Centre County Christian Academy,100 Hertzler Dr,Bellefonte,40.907172,-77.769235
Centre County Christian Academy,100 Hetzler Dr,Bellefonte,40.907465,-77.768893
Centre County Correctional Facility,700 Rishel Hill Rd,Bellefonte,40.878536,-77.776294
Centre County Library And Historical Museum,203 N Allegheny St,Bellefonte,40.913466,-77.778674
Centre County Medical Society,1800 E Park Ave,State College,40.819003,-77.843433
Centre County Memorial Park,1032 Brenner Pike,State College,40.837374,-77.798315
Centre County Mutual Fire Insurance Co P,3208 Benner Pike,Bellefonte,40.893564,-77.785033
Centre County Mutual Fire Insurance Co P of H,3555 Benner Pike,Bellefonte,40.895594,-77.787739
Centre County PAWS,1401 Trout Rd,State College,40.836558,-77.811726
Centre Crest,502 E Howard St,Bellefonte,40.915925,-77.76877
Centre Cycle Works,146 S Water St,Bellefonte,40.909875,-77.780884
Centre Dermatology,2505 Green Tech Dr,State College,40.814124,-77.918319
Centre Equine Practice,164 Tussey Sink Rd,State College,40.786033,-77.698841
Centre Eye Physicians and Surgeons,507 Locust Ln,State College,40.793971,-77.853546
Centre Foundation,2601 Gateway Dr Ste 175,State College,40.767444,-77.884548
Centre Furnace Mansion,1001 E College Ave,State College,40.806662,-77.842184
Centre Hall Area Branch Library,109 W Beryl St,Centre Hall,40.844513,-77.687577
Centre Hall Fire Company,207 N Pennsylvania Ave,Centre Hall,40.846531,-77.686406
Centre Hall Potter El Sch,211 N Hoffer Ave,Centre Hall,40.844907,-77.68788
Centre Hall School Age Child Care,211 N Hoffer Ave,Centre Hall,40.844934,-77.688278
Centre Herd Health Services,2780 Earlystown Rd,Centre Hall,40.830264,-77.680905
Centre Hill Presbyterian Cemetery,Old Fort Road And Airport Road,Spring Mills,40.818254,-77.646924
Centre Hills Country Club,153 Country Club Rd,State College,40.792765,-77.820364
Centre Home Care And Hospice,2437 Commercial Blvd Ste 6,Houserville,40.826068,-77.810373
CENTRE Human Services Planning Office,420 Holmes St,Bellefonte,40.906546,-77.782113
Centre Learning Community Charter School,2643 W College Ave,State College,40.764996,-77.884263
Centre Learning Community Cs,2643 W College Ave,State College,40.764962,-77.884239
Centre Medical & Surgical Assoc Surgery Lewiston,3901 S Atherton St,State College,40.782107,-77.801453
Centre Medical and Surgical Assoc,3901 S Atherton St,State College,40.78211,-77.801447
Centre Medical and Surgical Associates P C,3901 S Atherton St,State College,40.782105,-77.801448
Centre Pediatrics Associates PC,3901 S Atherton St Ste 5,State College,40.782005,-77.80154
Centre Pharmacy Service,724 S Atherton St,State College,40.785182,-77.857047
Centre Psychology Group,1993 Cato Ave,State College,40.764404,-77.878754
Centre Rv,1549 Zion Rd,Bellefonte,40.916021,-77.736148
Centre Soccer Association,211 Scholl St,Houserville,40.826398,-77.825147
Centre Volunteers In Medicine,2520 Green Tech Dr Ste D,State College,40.813001,-77.918529
CentrePeace,3047 Benner Pike,Bellefonte,40.888985,-77.783
Certified Auto,277 Smith Rd,Stormstown,40.768676,-78.034685
Chabad Of Penn State Inc,443 E Waring Ave,State College,40.795053,-77.847585
Chabad Of The Undergrads Inc,519 S Fraser St,State College,40.789385,-77.857334
Champs Downtown,139 S Allen St,State College,40.793899,-77.860372
Champs Sports Bar & Grill,1611 N Atherton St,State College,40.807958,-77.892919
Changing Times Hair Designs,333 S Allen St Ste 101,State College,40.792069,-77.857475
Charis Church,1300 Benner Pike Ste C,State College,40.843689,-77.794536
Chen's Mongolian Buffet,1880 S Atherton St,State College,40.784179,-77.830435
Cherry Lane Salon,611 W Cherry Ln,State College,40.801534,-77.881439
Chick 2,128 E College Ave,State College,40.79487,-77.8607
Chick-fil-A,1938 N Atherton St,Park Forest Village,40.808853,-77.90604
Chick-fil-A,Bo1oc Hub Robeson Center,State College,40.798266,-77.861427
Chick2,130 E College Ave,State College,40.794917,-77.86065
Chico's,19 Colonnade Way,State College,40.810326,-77.906457
Childbirth Education Association,418 Douglas Dr,Park Forest Village,40.807549,-77.916365
Childspace,331 W Fairmount Ave,State College,40.788363,-77.86017
Chipotle Mexican Grill,1850 N Atherton St,Park Forest Village,40.808589,-77.903763
Chipotle Mexican Grill,116 Heister St,State College,40.79684,-77.857109
Chiswick Nancy R PHD,315 S Allen St,State College,40.792463,-77.858026
Chocolates by Leopold,107 W Main St,Boalsburg,40.775871,-77.793059
Choice,1320 E College Ave,State College,40.808888,-77.832969
Chopstick Express,134 E College Ave,State College,40.794995,-77.860513
Chris Bickford RE MAX CENTRE REALTY,1375 Martin St,Park Forest Village,40.801847,-77.886199
Christ Community Church,200 Ellis Pl,State College,40.843545,-77.799563
Christ Community Church Of State College Inc,3588 Penns Valley Rd,Spring Mills,40.847826,-77.609329
Christ's United Methodist Church,1200 Allegheny St,Julian,40.862962,-77.939761
Christian & Missionary Alliance Church,Hemlock & C Sts,South Philipsburg,40.887917,-78.218571
Christian Brian D DMD,110 Regent Ct Ste 201,State College,40.784025,-77.819473
Christina Monzillo RE MAX CENTRE REALTY,1375 Martin St,Park Forest Village,40.801874,-77.886234
Christopher & Banks,2900 East College Avenue #326,State College,40.83335,-77.79962
Chrome,222 W Beaver Ave,State College,40.791927,-77.862104
Chronic Town,224 W College Ave,State College,40.792752,-77.863117
Chumley's,108 W College Ave,State College,40.794044,-77.861698
Church of Christ First,1437 Tyrone Pike,Philipsburg,40.862581,-78.217258
Church Of God,409 E Presqueisle St,Philipsburg,40.896825,-78.219219
Ciara Halloran RE MAX CENTRE REALTY,1375 Martin St,Park Forest Village,40.801893,-77.886235
Cinnabon,324 E College Ave,State College,40.796947,-77.857771
Circleville Park,3225 Circleville Road And 200 Little Lion Dr,State College,40.800246,-77.926128
Circulatory Centers,313 Logan Ave,State College,40.785211,-77.855074
CITGO,125 Old Fort Rd,Spring Mills,40.795387,-77.62553
Citifinancial Services,1341 S Atherton St Ste 2,State College,40.78504,-77.842588
Citizens Bank,1826 N Atherton St,Park Forest Village,40.808502,-77.902846
Citizens Bank,214 E College Ave,State College,40.795391,-77.85969
Citizens Bank,1248 S Atherton St,State College,40.784017,-77.846639
Ciuchta Thomas J DDS,188 W College Ave,Pleasant Gap,40.86531,-77.749776
Clair Gerald F Physician,903 Trout Rd,Houserville,40.833203,-77.817142
Claire's,2901 E College Ave,State College,40.833194,-77.800215
Clarence Archery,102 E Olive St,Snow Shoe,41.029582,-77.947807
Clear Concepts Counseling,1082 Zion Rd,Bellefonte,40.914582,-77.756101
ClearView Eye Consultants,428 Windmere Dr,State College,40.787429,-77.825443
Cleveland Brothers,1025 N Eagle Valley Rd,Howard,40.961687,-77.759365
Cleveland Brothers Bellefonte,175 Progress Dr,Bellefonte,40.868398,-77.773083
Cloud 9 Therapeutic Massage Studio,101 W Linn St,Bellefonte,40.915909,-77.779673
Cmt Laboratories,2701 Carolean Industrial Dr,State College,40.827326,-77.800873
Co2 Boutique,104 N Allegheny St,Bellefonte,40.912534,-77.777821
Coffee Lounge,5 N Front St,Philipsburg,40.895512,-78.221887
Cold Stone Creamery,321 E Beaver Ave,State College,40.796222,-77.856925
Cold Stream Park,1478 Port Matilda Hwy,Philipsburg,40.893271,-78.203937
Coleville Wesleyan Church,140 Upper Coleville Rd,Bellefonte,40.911117,-77.794146
College Buffet,1631 N Atherton St,State College,40.810252,-77.895
College Township Water Authority,1481 E College Ave,State College,40.811601,-77.830778
Collegiate Pride,3019 Enterprise Dr,State College,40.766079,-77.881379
Collins Douglas E Dr,432 Rolling Ridge Dr Ste 2,State College,40.785133,-77.825885
Colonnade At State College The,Lowes Boulevard & North Atherton Street,State College,40.81321,-77.907102
Columbus Chapel And Boal Mansion Museum,163 Boal Estate Dr,Boalsburg,40.779058,-77.799303
Combined Insurance,2330 Commercial Blvd Ste 300,Houserville,40.825318,-77.813044
Comfort Keepers,270 Walker Dr Ste 102W,State College,40.815284,-77.829897
Comfort Keepers Home Care,915 Benner Pike,State College,40.838647,-77.799746
Comfort Suites,132 Village Dr,State College,40.803397,-77.879613
Comic Swap,110 S Fraser St,State College,40.793306,-77.862665
Community Acupuncture Centre,233 Easterly Pkwy Ste 105,State College,40.789457,-77.848377
Compassionate Care Consultants,119 S Burrowes St Ste 606,State College,40.792467,-77.863092
Confer Joel Body Shop,246 E Clinton Ave,State College,40.805027,-77.880857
Confer's Jewelers,100 N Allegheny St,Bellefonte,40.91242,-77.777776
Conklin's Corner Antique Mall,670 N Front St,Philipsburg,40.901029,-78.226282
Conklin's Corner Barn,670 Tyrone Pike,Philipsburg,40.884709,-78.211573
Conklin's Gun Shop,106 Market St,Karthaus,40.942106,-77.784914
Connecting Point,135 S Allen St,State College,40.793904,-77.860412
Connections Clothing,130 S Allen St,State College,40.793566,-77.861199
Converge,2182 Sandy Dr Ste 101,State College,40.782073,-77.902199
Cool Beans Coffee & Tea,141 W High St,Bellefonte,40.911913,-77.779418
Copper Beech State College,145 Northbrook Ln Apt 101,Park Forest Village,40.805849,-77.902215
Corl Street El Sch,235 Corl St,State College,40.78297,-77.872141
Corl Street Elementary Sacc,235 S Corl St,State College,40.782825,-77.872615
Corneal John M Dr,1200 W College Ave,State College,40.784494,-77.874039
Corning Federal Credit Union,1050 Benner Pike Ste 1,State College,40.840283,-77.796844
CosmoProf,168 Rolling Ridge Dr,State College,40.78617,-77.828348
Counseling Ministry,300 E College Ave,State College,40.796494,-77.85813
Country Christian Pre School,2090 Halfmoon Valley Rd,Stormstown,40.791686,-78.018687
Country Hairitage Designs & Day Spa,1322 Charles St,State College,40.800113,-77.82834
Country Inn & Suites By Radisson,1357 E College Ave,State College,40.810941,-77.83281
Country Place Park,100 Honeysuckle Dr,Boalsburg,40.775966,-77.781328
Country Ray Saunas,166 Rockville Rd,Rebersburg,40.946389,-77.462855
Countryside Dental,2837 Earlystown Rd,Centre Hall,40.833421,-77.67782
Countryside Land and Cattle,1300 Halfmoon Valley Rd,Stormstown,40.807308,-77.997362
County National Bank,117 E Presqueisle St,Philipsburg,40.896109,-78.221839
Countywide Auto Specialists,2640 W Pine Grove Rd,Ramblewood,40.711066,-77.963051
Courter Financial Services,478 Jacksonville Rd,Bellefonte,40.926262,-77.753203
Courtyard by Marriott,1730 University Dr,State College,40.78446,-77.837403
Covey S Candace OD,113 S Spring St Ste 1,Bellefonte,40.911141,-77.779751
Cozy Thai Bistro,232 S Allen St,State College,40.792675,-77.859576
Cpvets,1522 Martin St,Park Forest Village,40.804518,-77.892436
Cracker Barrel,215 Colonnade Blvd,State College,40.816499,-77.900586
Crazy Boil,1617 N Atherton St,State College,40.809489,-77.895048
Creative Balance Massage & Bodywork,13 W Presqueisle St,Philipsburg,40.895528,-78.222794
Creative Kuts by Leslie,675 Pleasant View Blvd,Bellefonte,40.92346,-77.780748
Creekside Plaza,1700 S Atherton St # 1766,State College,40.784594,-77.834593
Creekside Rock & Gems,110 N Allegheny St,Bellefonte,40.912736,-77.777744
Crescent Baths & Kitchens,2610 Carolean Industrial Dr,State College,40.825281,-77.802825
Cricket Wireless,1619 N Atherton St,State College,40.810093,-77.894651
CrossFit,127 Sowers St,State College,40.797884,-77.855044
CrossFit LionHeart,412 W College Ave,State College,40.791374,-77.865331
CrossFit Nittany,143 Hawbaker Industrial Dr Ste 101,State College,40.814026,-77.915939
Crows Nest Arts,2518 Sleepy Hollow Dr,State College,40.783209,-77.916487
CSL Plasma,265 Northland Ctr,Park Forest Village,40.803121,-77.887536
Culbertson Financial Services,105 W Main St,Boalsburg,40.775864,-77.793134
Curtin United Methodist Church,305 Curtin Village Rd,Howard,40.970433,-77.739569
Custom Creations,2610 Clyde Ave,State College,40.827035,-77.804531
Custom Shoe Repair,210 S Allen St,State College,40.793103,-77.860239
Cutting Edge,2330 Commercial Blvd Ste 100,Houserville,40.825424,-77.812871
CVS,315 Colonnade Blvd,State College,40.813426,-77.906898
CVS,1101 N Atherton St,State College,40.801658,-77.879504
CVS,201 W Beaver Ave,State College,40.79262,-77.862008
CVS,116 W College Ave,State College,40.793931,-77.861784
CVS,1630 S Atherton St,State College,40.784666,-77.835879
CVS,127 S Potter St,Bellefonte,40.910663,-77.782562
D & D Auto,334 Boal Ave,Boalsburg,40.776681,-77.788455
D & D Auto Sales,Main St,Haines,40.775894,-77.790669
D J Studios,15 W Presqueisle St,Philipsburg,40.895285,-78.222562
D L Automotive,2440 Commercial Blvd,Houserville,40.826846,-77.810894
D P Dough,1460 Martin St,Park Forest Village,40.803955,-77.890974
D P Dough,401 E Beaver Ave,State College,40.797046,-77.855814
D Stress Station,111 Boal Ave,Boalsburg,40.778575,-77.792609
Dahlgren Spewock Funeral Home Inc,228 N Centre St,Philipsburg,40.898769,-78.222107
Dairy Queen,310 W Aaron Dr,Park Forest Village,40.806052,-77.892145
Dale Cemetery,Whitehill Street,Boalsburg,40.807035,-77.81372
Dalevue Park,413 Goldfinch Dr,State College,40.797459,-77.82526
Dance Harmony Dj Services,220 N Main St,Pleasant Gap,40.86901,-77.75196
Daniel Olivero MD Olivero Medical Health Center,1243 Skytop Mountain Rd Ste 4,Port Matilda,40.83501,-77.973757
Daughenbaugh Funeral Home,106 W Sycamore St,Snow Shoe,41.027917,-77.952412
Daulby & Sons Painting & Drywall,Main St,Coburn,40.863216,-77.461732
David Neese Garage,647 Lingle Valley Rd,Spring Mills,40.844873,-77.521005
David R Curtis DMD,2601 Gateway Dr Ste 200,State College,40.76742,-77.884356
David Schimmel DMD MAGD,2013 Sandy Dr Ste 100,State College,40.785965,-77.902569
David Whiteman Ameriprise Financial Advisor,2134 Sandy Dr Ste 8,State College,40.784211,-77.903836
Davis Chiropractic,2134 Sandy Dr Ste 9,State College,40.784223,-77.903964
Davis Chiropractic,111 Boal Ave,Boalsburg,40.778603,-77.792612
DaVita,500 Science Park Rd Ste 2,State College,40.780394,-77.89958
Dawson Michael K DDS,2760 Earlystown Rd,Centre Hall,40.829126,-77.682498
Daybridge Child Development Center Penn,301 Innovation Blvd,State College,40.829926,-77.846125
Days Inn,240 S Pugh St,State College,40.793491,-77.858389
DeArmit Well Drilling and Pump Service,3221 W Pine Grove Rd,Baileyville,40.705195,-77.980258
Deep U Meditation,220A S Allen St Ste A,State College,40.793002,-77.860018
DELANEY NISSAN OF STATE COLLEGE,3280 W College Ave,State College,40.758833,-77.875952
Delectable Delights by Heather,332 N Pennsylvania Ave,Centre Hall,40.849378,-77.689995
Dept of Plant Pathology and Environmental Microbiology PennState,211 Buckhout Lab,State College,40.799811,-77.862929
Derrill C Finch DDS,1315 S Allen St,State College,40.783951,-77.847591
Design Hair Studio,Port Matilda Hwy,Philipsburg,40.895627,-78.19884
Designer's Denn Salon & Spa,212 E Calder Way,State College,40.795163,-77.859437
Detar April A DMD,2182 Sandy Dr Ste 102,State College,40.782022,-77.902049
DHL,1341 S Atherton St,State College,40.785041,-77.842768
Diamond Auto Glass,2218 N Atherton St,Park Forest Village,40.809597,-77.912267
Diamond Auto Glass,2901 Stewart Dr # 4A,State College,40.829971,-77.79855
Diamond Deli,103 N Allegheny St,Bellefonte,40.912275,-77.778148
Diamond J Charters Sport Fishing,2285 Fairfield Cir,State College,40.76361,-77.889729
Dick's Auto Repair,1680 W College Ave,State College,40.778871,-77.880548
"Dick's Homecare, Inc.",1300 Benner Pike,State College,40.843533,-77.794806
Dick's Run Advent Church Cemetery,Hickory Lane And Dix Run Road,Julian,40.90858,-77.937414
Dick's Sporting Goods,325 Colonnade Blvd,State College,40.812495,-77.907381
Diehl Health Solutions,1315 W College Ave Ste 200,State College,40.783762,-77.875922
Digman Canine Academy,241 First Ave,Lemont,40.819535,-77.811511
Dino's Pizza Teria,2901 Nittany Mall,State College,40.833467,-77.799324
Diocese Of The Resurrection,200 N 2nd St Apt 2,Philipsburg,40.897684,-78.222626
Discovery Day Care Center,870 Stratford Dr,State College,40.770882,-77.861649
District Court 49 3 04,2795 Earlystown Rd,Centre Hall,40.831074,-77.681287
Diva's Bling Boutique,128 N Front St,Philipsburg,40.896882,-78.223025
Dixon's Auto Body,S Center St,South Philipsburg,40.892059,-78.217019
DJ Studios Karate,15 W Presqueisle St,Philipsburg,40.895284,-78.222561
Doan's Bones Barbecue,401 W Beaver Ave,State College,40.790843,-77.864159
Dobson's Garage,632 Axemann Rd,Pleasant Gap,40.873775,-77.760351
Dog Valley Grooming,485 E College Ave,Pleasant Gap,40.876165,-77.731583
Doggie's Pub,108 S Pugh St,State College,40.795076,-77.860389
Dolce Vita Desserts,2490 Commercial Blvd,Houserville,40.827287,-77.810316
Dollar General,644 E Sycamore Rd,Snow Shoe,41.027319,-77.925811
Dollar General,517 Dell St,Bellefonte,40.945605,-77.794845
Dollar General,141 S Spring St,Bellefonte,40.910404,-77.779705
Dollar General,206 Cobblestone Rd,Zion,40.915094,-77.678325
Dollar General,421 S Pennsylvania Ave,Centre Hall,40.83851,-77.678184
Dollar Tree,1657 N Atherton St,State College,40.810793,-77.895758
Dollar Tree,329 Benner Pike,State College,40.831112,-77.809136
Domani Wealth,1423 N Atherton St,State College,40.806291,-77.888293
Domino's Pizza,1100 N Atherton St,State College,40.801242,-77.880527
Domino's Pizza,540 Westerly Pkwy,State College,40.781759,-77.85314
